"도로형태별","시간대별","월별","항목","단위","2017 년","2018 년","2019 년","2020 년","2021 년",
"지하차도(도로)내","12시-14시","1월","사고건수[건]","건","2","19","12","27","27",
"지하차도(도로)내","12시-14시","1월","사망자수[명]","명","0","0","0","0","0",
"지하차도(도로)내","12시-14시","1월","부상자수[명]","명","3","23","20","37","47",
"지하차도(도로)내","12시-14시","2월","사고건수[건]","건","6","14","18","22","14",
"지하차도(도로)내","12시-14시","2월","사망자수[명]","명","0","0","0","0","0",
"지하차도(도로)내","12시-14시","2월","부상자수[명]","명","6","28","37","27","25",
"지하차도(도로)내","12시-14시","3월","사고건수[건]","건","1","12","17","24","20",
"지하차도(도로)내","12시-14시","3월","사망자수[명]","명","0","0","1","2","1",
"지하차도(도로)내","12시-14시","3월","부상자수[명]","명","1","16","18","36","20",
"지하차도(도로)내","12시-14시","4월","사고건수[건]","건","4","16","23","19","24",
"지하차도(도로)내","12시-14시","4월","사망자수[명]","명","0","0","0","0","0",
"지하차도(도로)내","12시-14시","4월","부상자수[명]","명","5","24","33","24","44",
"지하차도(도로)내","12시-14시","5월","사고건수[건]","건","5","21","29","23","18",
"지하차도(도로)내","12시-14시","5월","사망자수[명]","명","0","1","0","3","2",
"지하차도(도로)내","12시-14시","5월","부상자수[명]","명","12","28","42","45","27",
"지하차도(도로)내","12시-14시","6월","사고건수[건]","건","5","16","29","26","18",
"지하차도(도로)내","12시-14시","6월","사망자수[명]","명","0","0","2","1","1",
"지하차도(도로)내","12시-14시","6월","부상자수[명]","명","16","24","41","36","18",
"지하차도(도로)내","12시-14시","7월","사고건수[건]","건","4","11","16","19","25",
"지하차도(도로)내","12시-14시","7월","사망자수[명]","명","0","0","2","0","2",
"지하차도(도로)내","12시-14시","7월","부상자수[명]","명","4","16","27","26","56",
"지하차도(도로)내","12시-14시","8월","사고건수[건]","건","4","20","34","29","27",
"지하차도(도로)내","12시-14시","8월","사망자수[명]","명","0","0","0","1","0",
"지하차도(도로)내","12시-14시","8월","부상자수[명]","명","5","38","50","46","44",
"지하차도(도로)내","12시-14시","9월","사고건수[건]","건","2","20","27","21","13",
"지하차도(도로)내","12시-14시","9월","사망자수[명]","명","0","0","0","1","1",
"지하차도(도로)내","12시-14시","9월","부상자수[명]","명","6","37","40","32","17",
"지하차도(도로)내","12시-14시","10월","사고건수[건]","건","6","15","23","29","25",
"지하차도(도로)내","12시-14시","10월","사망자수[명]","명","0","1","0","0","1",
"지하차도(도로)내","12시-14시","10월","부상자수[명]","명","12","26","28","53","36",
"지하차도(도로)내","12시-14시","11월","사고건수[건]","건","5","15","24","14","20",
"지하차도(도로)내","12시-14시","11월","사망자수[명]","명","0","1","0","0","3",
"지하차도(도로)내","12시-14시","11월","부상자수[명]","명","10","17","33","22","25",
"지하차도(도로)내","12시-14시","12월","사고건수[건]","건","3","7","18","20","12",
"지하차도(도로)내","12시-14시","12월","사망자수[명]","명","0","0","0","0","0",
"지하차도(도로)내","12시-14시","12월","부상자수[명]","명","3","8","30","32","13",
"지하차도(도로)내","14시-16시","전체","사고건수[건]","건","51","212","319","302","275",
"지하차도(도로)내","14시-16시","전체","사망자수[명]","명","1","5","4","10","3",
"지하차도(도로)내","14시-16시","전체","부상자수[명]","명","90","340","464","455","428",
"지하차도(도로)내","14시-16시","1월","사고건수[건]","건","7","23","15","22","26",
"지하차도(도로)내","14시-16시","1월","사망자수[명]","명","0","0","0","1","0",
"지하차도(도로)내","14시-16시","1월","부상자수[명]","명","14","49","24","24","50",
"지하차도(도로)내","14시-16시","2월","사고건수[건]","건","2","17","18","25","24",
"지하차도(도로)내","14시-16시","2월","사망자수[명]","명","0","0","0","0","0",
"지하차도(도로)내","14시-16시","2월","부상자수[명]","명","7","27","31","37","44",
"지하차도(도로)내","14시-16시","3월","사고건수[건]","건","2","23","28","19","24",
"지하차도(도로)내","14시-16시","3월","사망자수[명]","명","0","0","0","0","0",
"지하차도(도로)내","14시-16시","3월","부상자수[명]","명","5","34","45","27","48",
"지하차도(도로)내","14시-16시","4월","사고건수[건]","건","5","20","15","24","28",
"지하차도(도로)내","14시-16시","4월","사망자수[명]","명","0","0","0","0","0",
"지하차도(도로)내","14시-16시","4월","부상자수[명]","명","6","36","15","35","41",
"지하차도(도로)내","14시-16시","5월","사고건수[건]","건","4","14","36","39","31",
"지하차도(도로)내","14시-16시","5월","사망자수[명]","명","0","0","0","4","1",
"지하차도(도로)내","14시-16시","5월","부상자수[명]","명","5","23","49","54","42",
"지하차도(도로)내","14시-16시","6월","사고건수[건]","건","4","14","32","32","24",
"지하차도(도로)내","14시-16시","6월","사망자수[명]","명","0","1","2","0","1",
"지하차도(도로)내","14시-16시","6월","부상자수[명]","명","6","21","40","62","31",
"지하차도(도로)내","14시-16시","7월","사고건수[건]","건","4","17","30","22","26",
"지하차도(도로)내","14시-16시","7월","사망자수[명]","명","0","1","1","1","0",
"지하차도(도로)내","14시-16시","7월","부상자수[명]","명","7","25","48","38","43",
"지하차도(도로)내","14시-16시","8월","사고건수[건]","건","3","19","25","26","15",
"지하차도(도로)내","14시-16시","8월","사망자수[명]","명","0","1","1","2","0",
"지하차도(도로)내","14시-16시","8월","부상자수[명]","명","6","27","33","47","23",
"지하차도(도로)내","14시-16시","9월","사고건수[건]","건","6","13","29","29","25",
"지하차도(도로)내","14시-16시","9월","사망자수[명]","명","1","0","0","1","1",
"지하차도(도로)내","14시-16시","9월","부상자수[명]","명","7","22","49","45","30",
"지하차도(도로)내","14시-16시","10월","사고건수[건]","건","5","18","34","20","17",
"지하차도(도로)내","14시-16시","10월","사망자수[명]","명","0","2","0","0","0",
"지하차도(도로)내","14시-16시","10월","부상자수[명]","명","14","21","43","29","27",
"지하차도(도로)내","14시-16시","11월","사고건수[건]","건","3","19","35","23","18",
"지하차도(도로)내","14시-16시","11월","사망자수[명]","명","0","0","0","0","0",
"지하차도(도로)내","14시-16시","11월","부상자수[명]","명","4","33","61","28","23",
"지하차도(도로)내","14시-16시","12월","사고건수[건]","건","6","15","22","21","17",
"지하차도(도로)내","14시-16시","12월","사망자수[명]","명","0","0","0","1","0",
"지하차도(도로)내","14시-16시","12월","부상자수[명]","명","9","22","26","29","26",
"지하차도(도로)내","16시-18시","전체","사고건수[건]","건","47","219","345","291","296",
"지하차도(도로)내","16시-18시","전체","사망자수[명]","명","1","3","7","8","5",
"지하차도(도로)내","16시-18시","전체","부상자수[명]","명","81","334","561","463","488",
"지하차도(도로)내","16시-18시","1월","사고건수[건]","건","8","18","18","18","25",
"지하차도(도로)내","16시-18시","1월","사망자수[명]","명","1","0","1","1","0",
"지하차도(도로)내","16시-18시","1월","부상자수[명]","명","17","27","25","26","34",
"지하차도(도로)내","16시-18시","2월","사고건수[건]","건","6","12","12","11","19",
"지하차도(도로)내","16시-18시","2월","사망자수[명]","명","0","0","0","1","0",
"지하차도(도로)내","16시-18시","2월","부상자수[명]","명","10","17","27","16","39",
"지하차도(도로)내","16시-18시","3월","사고건수[건]","건","","21","34","24","17",
"지하차도(도로)내","16시-18시","3월","사망자수[명]","명","","0","1","1","2",
"지하차도(도로)내","16시-18시","3월","부상자수[명]","명","","40","50","47","23",
"지하차도(도로)내","16시-18시","4월","사고건수[건]","건","5","18","32","29","38",
"지하차도(도로)내","16시-18시","4월","사망자수[명]","명","0","0","0","1","1",
"지하차도(도로)내","16시-18시","4월","부상자수[명]","명","12","25","40","42","65",
"지하차도(도로)내","16시-18시","5월","사고건수[건]","건","5","19","30","29","35",
"지하차도(도로)내","16시-18시","5월","사망자수[명]","명","0","0","1","1","2",
"지하차도(도로)내","16시-18시","5월","부상자수[명]","명","10","25","57","51","59",
"지하차도(도로)내","16시-18시","6월","사고건수[건]","건","5","22","47","21","23",
"지하차도(도로)내","16시-18시","6월","사망자수[명]","명","0","1","0","0","0",
"지하차도(도로)내","16시-18시","6월","부상자수[명]","명","9","29","73","36","43",
"지하차도(도로)내","16시-18시","7월","사고건수[건]","건","2","19","25","24","30",
"지하차도(도로)내","16시-18시","7월","사망자수[명]","명","0","0","1","0","0",
"지하차도(도로)내","16시-18시","7월","부상자수[명]","명","4","32","38","38","55",
"지하차도(도로)내","16시-18시","8월","사고건수[건]","건","6","20","28","28","33",
"지하차도(도로)내","16시-18시","8월","사망자수[명]","명","0","0","0","1","0",
"지하차도(도로)내","16시-18시","8월","부상자수[명]","명","7","34","44","36","54",
"지하차도(도로)내","16시-18시","9월","사고건수[건]","건","5","19","34","31","22",
"지하차도(도로)내","16시-18시","9월","사망자수[명]","명","0","2","1","0","0",
"지하차도(도로)내","16시-18시","9월","부상자수[명]","명","7","26","55","55","34",
"지하차도(도로)내","16시-18시","10월","사고건수[건]","건","1","18","34","31","23",
"지하차도(도로)내","16시-18시","10월","사망자수[명]","명","0","0","0","1","0",
"지하차도(도로)내","16시-18시","10월","부상자수[명]","명","1","24","79","55","41",
"지하차도(도로)내","16시-18시","11월","사고건수[건]","건","2","16","31","29","15",
"지하차도(도로)내","16시-18시","11월","사망자수[명]","명","0","0","2","1","0",
"지하차도(도로)내","16시-18시","11월","부상자수[명]","명","2","24","47","41","22",
"지하차도(도로)내","16시-18시","12월","사고건수[건]","건","2","17","20","16","16",
"지하차도(도로)내","16시-18시","12월","사망자수[명]","명","0","0","0","0","0",
"지하차도(도로)내","16시-18시","12월","부상자수[명]","명","2","31","26","20","19",
"지하차도(도로)내","18시-20시","전체","사고건수[건]","건","53","206","369","320","300",
"지하차도(도로)내","18시-20시","전체","사망자수[명]","명","0","8","7","9","7",
"지하차도(도로)내","18시-20시","전체","부상자수[명]","명","83","290","611","505","439",
"지하차도(도로)내","18시-20시","1월","사고건수[건]","건","9","13","10","22","38",
"지하차도(도로)내","18시-20시","1월","사망자수[명]","명","0","1","0","2","1",
"지하차도(도로)내","18시-20시","1월","부상자수[명]","명","16","14","24","23","56",
"지하차도(도로)내","18시-20시","2월","사고건수[건]","건","5","14","31","35","23",
"지하차도(도로)내","18시-20시","2월","사망자수[명]","명","0","1","0","0","1",
"지하차도(도로)내","18시-20시","2월","부상자수[명]","명","7","19","93","46","34",
"지하차도(도로)내","18시-20시","3월","사고건수[건]","건","3","10","21","26","24",
"지하차도(도로)내","18시-20시","3월","사망자수[명]","명","0","0","0","1","1",
"지하차도(도로)내","18시-20시","3월","부상자수[명]","명","4","18","32","32","31",
"지하차도(도로)내","18시-20시","4월","사고건수[건]","건","7","21","24","19","19",
"지하차도(도로)내","18시-20시","4월","사망자수[명]","명","0","1","1","0","0",
"지하차도(도로)내","18시-20시","4월","부상자수[명]","명","9","31","35","38","29",
"지하차도(도로)내","18시-20시","5월","사고건수[건]","건","4","16","26","29","28",
"지하차도(도로)내","18시-20시","5월","사망자수[명]","명","0","1","1","1","0",
"지하차도(도로)내","18시-20시","5월","부상자수[명]","명","5","17","39","47","44",
"지하차도(도로)내","18시-20시","6월","사고건수[건]","건","6","19","27","19","25",
"지하차도(도로)내","18시-20시","6월","사망자수[명]","명","0","1","0","0","0",
"지하차도(도로)내","18시-20시","6월","부상자수[명]","명","9","25","40","28","28",
"지하차도(도로)내","18시-20시","7월","사고건수[건]","건","4","18","33","29","17",
"지하차도(도로)내","18시-20시","7월","사망자수[명]","명","0","0","0","0","1",
"지하차도(도로)내","18시-20시","7월","부상자수[명]","명","9","24","52","52","26",
"지하차도(도로)내","18시-20시","8월","사고건수[건]","건","4","17","39","24","23",
"지하차도(도로)내","18시-20시","8월","사망자수[명]","명","0","1","0","0","0",
"지하차도(도로)내","18시-20시","8월","부상자수[명]","명","7","27","62","41","36",
"지하차도(도로)내","18시-20시","9월","사고건수[건]","건","5","16","39","24","25",
"지하차도(도로)내","18시-20시","9월","사망자수[명]","명","0","1","1","0","0",
"지하차도(도로)내","18시-20시","9월","부상자수[명]","명","7","27","68","29","39",
"지하차도(도로)내","18시-20시","10월","사고건수[건]","건","1","18","54","32","35",
"지하차도(도로)내","18시-20시","10월","사망자수[명]","명","0","0","3","3","1",
"지하차도(도로)내","18시-20시","10월","부상자수[명]","명","1","26","70","60","47",
"지하차도(도로)내","18시-20시","11월","사고건수[건]","건","2","16","37","38","18",
"지하차도(도로)내","18시-20시","11월","사망자수[명]","명","0","1","1","1","0",
"지하차도(도로)내","18시-20시","11월","부상자수[명]","명","2","17","49","70","38",
"지하차도(도로)내","18시-20시","12월","사고건수[건]","건","3","28","28","23","25",
"지하차도(도로)내","18시-20시","12월","사망자수[명]","명","0","0","0","1","2",
"지하차도(도로)내","18시-20시","12월","부상자수[명]","명","7","45","47","39","31",
"지하차도(도로)내","20시-22시","전체","사고건수[건]","건","35","162","218","198","208",
"지하차도(도로)내","20시-22시","전체","사망자수[명]","명","0","6","10","7","7",
"지하차도(도로)내","20시-22시","전체","부상자수[명]","명","58","230","308","292","299",
"지하차도(도로)내","20시-22시","1월","사고건수[건]","건","3","24","12","13","31",
"지하차도(도로)내","20시-22시","1월","사망자수[명]","명","0","1","3","0","1",
"지하차도(도로)내","20시-22시","1월","부상자수[명]","명","6","30","19","15","48",
"지하차도(도로)내","20시-22시","2월","사고건수[건]","건","4","12","19","15","20",
"지하차도(도로)내","20시-22시","2월","사망자수[명]","명","0","0","2","0","0",
"지하차도(도로)내","20시-22시","2월","부상자수[명]","명","7","23","31","20","28",
"지하차도(도로)내","20시-22시","3월","사고건수[건]","건","4","18","22","19","17",
"지하차도(도로)내","20시-22시","3월","사망자수[명]","명","0","0","0","1","1",
"지하차도(도로)내","20시-22시","3월","부상자수[명]","명","11","36","34","26","27",
"지하차도(도로)내","20시-22시","4월","사고건수[건]","건","3","14","26","14","16",
"지하차도(도로)내","20시-22시","4월","사망자수[명]","명","0","0","0","0","1",
"지하차도(도로)내","20시-22시","4월","부상자수[명]","명","3","15","32","19","21",
"지하차도(도로)내","20시-22시","5월","사고건수[건]","건","2","10","21","24","17",
"지하차도(도로)내","20시-22시","5월","사망자수[명]","명","0","0","2","0","0",
"지하차도(도로)내","20시-22시","5월","부상자수[명]","명","5","14","26","28","22",
"지하차도(도로)내","20시-22시","6월","사고건수[건]","건","3","11","17","21","18",
"지하차도(도로)내","20시-22시","6월","사망자수[명]","명","0","2","1","1","1",
"지하차도(도로)내","20시-22시","6월","부상자수[명]","명","4","12","21","30","22",
"지하차도(도로)내","20시-22시","7월","사고건수[건]","건","3","15","17","14","12",
"지하차도(도로)내","20시-22시","7월","사망자수[명]","명","0","1","0","1","0",
"지하차도(도로)내","20시-22시","7월","부상자수[명]","명","4","18","23","17","22",
"지하차도(도로)내","20시-22시","8월","사고건수[건]","건","3","14","21","21","18",
"지하차도(도로)내","20시-22시","8월","사망자수[명]","명","0","1","0","1","1",
"지하차도(도로)내","20시-22시","8월","부상자수[명]","명","5","19","32","34","25",
"지하차도(도로)내","20시-22시","9월","사고건수[건]","건","","11","7","14","14",
"지하차도(도로)내","20시-22시","9월","사망자수[명]","명","","0","0","0","0",
"지하차도(도로)내","20시-22시","9월","부상자수[명]","명","","17","12","28","20",
"지하차도(도로)내","20시-22시","10월","사고건수[건]","건","3","11","22","12","18",
"지하차도(도로)내","20시-22시","10월","사망자수[명]","명","0","0","2","3","1",
"지하차도(도로)내","20시-22시","10월","부상자수[명]","명","3","19","30","20","24",
"지하차도(도로)내","20시-22시","11월","사고건수[건]","건","3","10","21","11","13",
"지하차도(도로)내","20시-22시","11월","사망자수[명]","명","0","0","0","0","0",
"지하차도(도로)내","20시-22시","11월","부상자수[명]","명","4","13","24","21","16",
"지하차도(도로)내","20시-22시","12월","사고건수[건]","건","4","12","13","20","14",
"지하차도(도로)내","20시-22시","12월","사망자수[명]","명","0","1","0","0","1",
"지하차도(도로)내","20시-22시","12월","부상자수[명]","명","6","14","24","34","24",
"지하차도(도로)내","22시-24시","전체","사고건수[건]","건","41","130","146","159","138",
"지하차도(도로)내","22시-24시","전체","사망자수[명]","명","0","6","4","9","6",
"지하차도(도로)내","22시-24시","전체","부상자수[명]","명","69","223","201","234","203",
"지하차도(도로)내","22시-24시","1월","사고건수[건]","건","3","3","3","14","13",
"지하차도(도로)내","22시-24시","1월","사망자수[명]","명","0","0","0","1","0",
"지하차도(도로)내","22시-24시","1월","부상자수[명]","명","5","3","3","21","17",
"지하차도(도로)내","22시-24시","2월","사고건수[건]","건","1","17","16","15","14",
"지하차도(도로)내","22시-24시","2월","사망자수[명]","명","0","1","1","0","0",
"지하차도(도로)내","22시-24시","2월","부상자수[명]","명","1","33","23","20","28",
"지하차도(도로)내","22시-24시","3월","사고건수[건]","건","6","15","12","16","21",
"지하차도(도로)내","22시-24시","3월","사망자수[명]","명","0","1","0","1","2",
"지하차도(도로)내","22시-24시","3월","부상자수[명]","명","12","27","23","28","38",
"지하차도(도로)내","22시-24시","4월","사고건수[건]","건","6","16","11","13","9",
"지하차도(도로)내","22시-24시","4월","사망자수[명]","명","0","1","0","1","0",
"지하차도(도로)내","22시-24시","4월","부상자수[명]","명","10","23","13","20","15",
"지하차도(도로)내","22시-24시","5월","사고건수[건]","건","2","10","14","8","8",
"지하차도(도로)내","22시-24시","5월","사망자수[명]","명","0","0","1","0","0",
"지하차도(도로)내","22시-24시","5월","부상자수[명]","명","4","20","21","11","12",
"지하차도(도로)내","22시-24시","6월","사고건수[건]","건","7","14","16","15","6",
"지하차도(도로)내","22시-24시","6월","사망자수[명]","명","0","1","0","2","0",
"지하차도(도로)내","22시-24시","6월","부상자수[명]","명","12","21","23","19","8",
"지하차도(도로)내","22시-24시","7월","사고건수[건]","건","4","14","9","27","12",
"지하차도(도로)내","22시-24시","7월","사망자수[명]","명","0","0","0","2","0",
"지하차도(도로)내","22시-24시","7월","부상자수[명]","명","6","26","11","44","18",
"지하차도(도로)내","22시-24시","8월","사고건수[건]","건","3","9","14","17","10",
"지하차도(도로)내","22시-24시","8월","사망자수[명]","명","0","1","0","0","2",
"지하차도(도로)내","22시-24시","8월","부상자수[명]","명","4","20","16","21","10",
"지하차도(도로)내","22시-24시","9월","사고건수[건]","건","2","12","10","9","12",
"지하차도(도로)내","22시-24시","9월","사망자수[명]","명","0","1","0","0","0",
"지하차도(도로)내","22시-24시","9월","부상자수[명]","명","2","18","14","11","15",
"지하차도(도로)내","22시-24시","10월","사고건수[건]","건","3","7","12","9","15",
"지하차도(도로)내","22시-24시","10월","사망자수[명]","명","0","0","1","2","1",
"지하차도(도로)내","22시-24시","10월","부상자수[명]","명","6","10","15","10","18",
"지하차도(도로)내","22시-24시","11월","사고건수[건]","건","1","5","17","7","11",
"지하차도(도로)내","22시-24시","11월","사망자수[명]","명","0","0","1","0","0",
"지하차도(도로)내","22시-24시","11월","부상자수[명]","명","1","7","25","12","17",
"지하차도(도로)내","22시-24시","12월","사고건수[건]","건","3","8","12","9","7",
"지하차도(도로)내","22시-24시","12월","사망자수[명]","명","0","0","0","0","1",
"지하차도(도로)내","22시-24시","12월","부상자수[명]","명","6","15","14","17","7",
"기타단일로","00시-02시","전체","사고건수[건]","건","5005","4560","4196","3632","2348",
"기타단일로","00시-02시","전체","사망자수[명]","명","186","140","128","122","96",
"기타단일로","00시-02시","전체","부상자수[명]","명","7303","6630","6026","5269","3294",
"기타단일로","00시-02시","1월","사고건수[건]","건","432","442","360","317","146",
"기타단일로","00시-02시","1월","사망자수[명]","명","15","9","10","8","6",
"기타단일로","00시-02시","1월","부상자수[명]","명","665","677","542","497","191",
"기타단일로","00시-02시","2월","사고건수[건]","건","385","401","308","334","155",
"기타단일로","00시-02시","2월","사망자수[명]","명","15","17","11","8","7",
"기타단일로","00시-02시","2월","부상자수[명]","명","593","620","413","484","225",
"기타단일로","00시-02시","3월","사고건수[건]","건","404","356","371","284","200",
"기타단일로","00시-02시","3월","사망자수[명]","명","16","10","14","13","5",
"기타단일로","00시-02시","3월","부상자수[명]","명","583","512","505","445","297",
"기타단일로","00시-02시","4월","사고건수[건]","건","407","367","353","281","176",
"기타단일로","00시-02시","4월","사망자수[명]","명","10","13","14","6","5",
"기타단일로","00시-02시","4월","부상자수[명]","명","580","528","505","423","257",
"기타단일로","00시-02시","5월","사고건수[건]","건","409","423","360","323","207",
"기타단일로","00시-02시","5월","사망자수[명]","명","20","12","17","8","9",
"기타단일로","00시-02시","5월","부상자수[명]","명","584","590","500","470","295",
"기타단일로","00시-02시","6월","사고건수[건]","건","386","348","366","333","209",
"기타단일로","00시-02시","6월","사망자수[명]","명","14","8","8","23","7",
"기타단일로","00시-02시","6월","부상자수[명]","명","564","516","545","468","281",
"기타단일로","00시-02시","7월","사고건수[건]","건","406","392","334","389","234",
"기타단일로","00시-02시","7월","사망자수[명]","명","20","16","8","14","8",
"기타단일로","00시-02시","7월","부상자수[명]","명","560","554","488","542","339",
"기타단일로","00시-02시","8월","사고건수[건]","건","405","378","360","324","164",
"기타단일로","00시-02시","8월","사망자수[명]","명","13","14","8","8","11",
"기타단일로","00시-02시","8월","부상자수[명]","명","601","526","523","440","236",
"기타단일로","00시-02시","9월","사고건수[건]","건","384","391","338","288","156",
"기타단일로","00시-02시","9월","사망자수[명]","명","15","15","11","5","8",
"기타단일로","00시-02시","9월","부상자수[명]","명","532","564","487","417","207",
"기타단일로","00시-02시","10월","사고건수[건]","건","401","364","335","287","188",
"기타단일로","00시-02시","10월","사망자수[명]","명","15","7","8","9","11",
"기타단일로","00시-02시","10월","부상자수[명]","명","564","497","478","428","261",
"기타단일로","00시-02시","11월","사고건수[건]","건","472","322","334","305","283",
"기타단일로","00시-02시","11월","사망자수[명]","명","18","8","6","11","11",
"기타단일로","00시-02시","11월","부상자수[명]","명","717","485","480","433","393",
"기타단일로","00시-02시","12월","사고건수[건]","건","514","376","377","167","230",
"기타단일로","00시-02시","12월","사망자수[명]","명","15","11","13","9","8",
"기타단일로","00시-02시","12월","부상자수[명]","명","760","561","560","222","312",
"기타단일로","02시-04시","전체","사고건수[건]","건","3036","2859","2512","2140","1252",
"기타단일로","02시-04시","전체","사망자수[명]","명","160","132","110","100","87",
"기타단일로","02시-04시","전체","부상자수[명]","명","4335","4049","3519","3013","1687",
"기타단일로","02시-04시","1월","사고건수[건]","건","258","263","199","214","60",
"기타단일로","02시-04시","1월","사망자수[명]","명","15","8","14","7","3",
"기타단일로","02시-04시","1월","부상자수[명]","명","399","396","286","307","88",
"기타단일로","02시-04시","2월","사고건수[건]","건","234","205","206","179","86",
"기타단일로","02시-04시","2월","사망자수[명]","명","13","8","7","9","7",
"기타단일로","02시-04시","2월","부상자수[명]","명","337","288","300","266","120",
"기타단일로","02시-04시","3월","사고건수[건]","건","247","219","220","156","104",
"기타단일로","02시-04시","3월","사망자수[명]","명","14","16","6","8","4",
"기타단일로","02시-04시","3월","부상자수[명]","명","345","291","325","221","132",
"기타단일로","02시-04시","4월","사고건수[건]","건","250","236","203","187","108",
"기타단일로","02시-04시","4월","사망자수[명]","명","16","13","11","5","2",
"기타단일로","02시-04시","4월","부상자수[명]","명","349","329","274","285","136",
"기타단일로","02시-04시","5월","사고건수[건]","건","235","272","225","212","125",
"기타단일로","02시-04시","5월","사망자수[명]","명","14","11","11","13","12",
"기타단일로","02시-04시","5월","부상자수[명]","명","334","397","314","294","186",
"기타단일로","02시-04시","6월","사고건수[건]","건","246","226","226","213","111",
"기타단일로","02시-04시","6월","사망자수[명]","명","13","15","8","12","7",
"기타단일로","02시-04시","6월","부상자수[명]","명","332","325","312","296","137",
"기타단일로","02시-04시","7월","사고건수[건]","건","314","221","202","227","131",
"기타단일로","02시-04시","7월","사망자수[명]","명","14","7","9","10","10",
"기타단일로","02시-04시","7월","부상자수[명]","명","472","327","296","301","170",
"기타단일로","02시-04시","8월","사고건수[건]","건","265","250","201","189","87",
"기타단일로","02시-04시","8월","사망자수[명]","명","7","13","7","7","6",
"기타단일로","02시-04시","8월","부상자수[명]","명","399","336","275","259","139",
"기타단일로","02시-04시","9월","사고건수[건]","건","236","252","194","149","98",
"기타단일로","02시-04시","9월","사망자수[명]","명","12","12","5","10","11",
"기타단일로","02시-04시","9월","부상자수[명]","명","317","352","268","206","125",
"기타단일로","02시-04시","10월","사고건수[건]","건","255","249","225","177","71",
"기타단일로","02시-04시","10월","사망자수[명]","명","14","11","17","12","7",
"기타단일로","02시-04시","10월","부상자수[명]","명","349","356","305","248","95",
"기타단일로","02시-04시","11월","사고건수[건]","건","209","228","201","161","164",
"기타단일로","02시-04시","11월","사망자수[명]","명","13","7","5","5","10",
"기타단일로","02시-04시","11월","부상자수[명]","명","296","331","279","232","227",
"기타단일로","02시-04시","12월","사고건수[건]","건","287","238","210","76","107",
"기타단일로","02시-04시","12월","사망자수[명]","명","15","11","10","2","8",
"기타단일로","02시-04시","12월","부상자수[명]","명","406","321","285","98","132",
"기타단일로","04시-06시","전체","사고건수[건]","건","2973","2879","2611","2226","1474",
"기타단일로","04시-06시","전체","사망자수[명]","명","204","201","147","130","93",
"기타단일로","04시-06시","전체","부상자수[명]","명","4155","3831","3623","3000","1940",
"기타단일로","04시-06시","1월","사고건수[건]","건","251","243","205","225","106",
"기타단일로","04시-06시","1월","사망자수[명]","명","21","17","17","8","6",
"기타단일로","04시-06시","1월","부상자수[명]","명","357","329","266","311","138",
"기타단일로","04시-06시","2월","사고건수[건]","건","206","240","176","186","77",
"기타단일로","04시-06시","2월","사망자수[명]","명","13","19","7","9","5",
"기타단일로","04시-06시","2월","부상자수[명]","명","321","311","235","238","93",
"기타단일로","04시-06시","3월","사고건수[건]","건","205","205","220","181","122",
"기타단일로","04시-06시","3월","사망자수[명]","명","10","17","8","10","10",
"기타단일로","04시-06시","3월","부상자수[명]","명","282","286","310","233","144",
"기타단일로","04시-06시","4월","사고건수[건]","건","227","265","178","167","112",
"기타단일로","04시-06시","4월","사망자수[명]","명","12","16","9","9","8",
"기타단일로","04시-06시","4월","부상자수[명]","명","325","370","232","208","142",
"기타단일로","04시-06시","5월","사고건수[건]","건","226","220","211","180","147",
"기타단일로","04시-06시","5월","사망자수[명]","명","15","13","12","11","7",
"기타단일로","04시-06시","5월","부상자수[명]","명","328","286","270","268","207",
"기타단일로","04시-06시","6월","사고건수[건]","건","221","233","215","189","110",
"기타단일로","04시-06시","6월","사망자수[명]","명","12","8","14","8","6",
"기타단일로","04시-06시","6월","부상자수[명]","명","292","335","315","258","143",
"기타단일로","04시-06시","7월","사고건수[건]","건","257","254","194","190","117",
"기타단일로","04시-06시","7월","사망자수[명]","명","20","12","8","10","9",
"기타단일로","04시-06시","7월","부상자수[명]","명","370","326","281","261","157",
"기타단일로","04시-06시","8월","사고건수[건]","건","283","256","275","206","126",
"기타단일로","04시-06시","8월","사망자수[명]","명","14","17","14","18","9",
"기타단일로","04시-06시","8월","부상자수[명]","명","357","324","380","286","159",
"기타단일로","04시-06시","9월","사고건수[건]","건","316","284","245","209","115",
"기타단일로","04시-06시","9월","사망자수[명]","명","31","24","15","15","8",
"기타단일로","04시-06시","9월","부상자수[명]","명","427","364","322","268","143",
"기타단일로","04시-06시","10월","사고건수[건]","건","275","256","249","204","137",
"기타단일로","04시-06시","10월","사망자수[명]","명","22","19","13","11","8",
"기타단일로","04시-06시","10월","부상자수[명]","명","369","355","350","277","208",
"기타단일로","04시-06시","11월","사고건수[건]","건","257","208","215","181","166",
"기타단일로","04시-06시","11월","사망자수[명]","명","7","17","10","11","10",
"기타단일로","04시-06시","11월","부상자수[명]","명","377","268","315","233","226",
"기타단일로","04시-06시","12월","사고건수[건]","건","249","215","228","108","139",
"기타단일로","04시-06시","12월","사망자수[명]","명","27","22","20","10","7",
"기타단일로","04시-06시","12월","부상자수[명]","명","350","277","347","159","180",
"기타단일로","06시-08시","전체","사고건수[건]","건","5946","5427","5398","4648","4431",
"기타단일로","06시-08시","전체","사망자수[명]","명","207","197","167","127","146",
"기타단일로","06시-08시","전체","부상자수[명]","명","8455","7685","7652","6371","6087",
